gerencia;loc;localidade;unidade;ose;processo;tipo;descricao;equipe;responsavel;data;prazo;qtd_equipamentos
GRPG;JJU6;IRATI;EEE-06 RIOZINHO;JJ054885;PAINEL;ESGOTO;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEH;;19/09/2020;18/10/2020;1
GRPG;JCU4;IMBITUVA;EEE-04 VILA NOVA;JC043409;EEE-04 VILA NOVA;ESGOTO;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMEH;;21/09/2020;10/10/2020;1
GRPG;JJA2;IRATI;CSB-02 (SAÍDA PARA IMBITUVA);JJ054902;CSB-02 (SAÍDA PARA IMBITUVA);ÁGUA;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMEH;;21/09/2020;20/10/2020;1
GRPG;GWG1;FERNANDES PINHEIRO;EET-01;GW002837;PAINEL;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEH;;21/09/2020;20/10/2020;1
GRPG;JCU2;IMBITUVA;EEE-02;JC043391;BOMBA;ESGOTO;SUBSTITUIR ÓLEO DE EQUIPAMENTOS;SDMEH;;23/09/2020;22/10/2020;1
GRPG;JJU2;IRATI;EEE-02 (LAGOA);JJ054911;PAINÉIS;ESGOTO;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEH;;25/09/2020;24/10/2020;1
GRUV;RIU5;REBOUÇAS;EEE-05;RI015590;PAINEL;ESGOTO;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEH;;09/09/2020;08/10/2020;0
GRUV;RIJ1;REBOUÇAS;ETA-01;RI015608;FLOCULAÇÃO (CMR-01-02);ÁGUA;INSPEÇÃO E REVISÃO MECÂNICA EM EQUIPAMENTOS;SDMEH;;09/09/2020;28/09/2020;0
GRUV;RIG1;REBOUÇAS;EET-01;RI015617;BOMBEAMENTO DE PROCESSO;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEH;;25/09/2020;24/10/2020;1
GRGA;QBG1;POEMA (NOVA TEBAS);EET-01 POÇO FALSO (TORRE);QB003070;PAINÉIS;ÁGUA;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMEI;;04/09/2020;03/10/2020;1
GRGA;QBA3;POEMA (NOVA TEBAS);CSB-03 CAVALO;QB003043;PAINÉIS;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEI;;04/09/2020;03/10/2020;1
GRGA;QBA1;POEMA (NOVA TEBAS);CSB-01 EST AGUA ROSEIRA (TORRE);QB003052;CSB-01 EST AGUA ROSEIRA (TORRE);ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEI;;04/09/2020;03/10/2020;1
GRGA;QBA2;POEMA (NOVA TEBAS);CSB-02( EST. POM. M. ALQUEIRES ) VILA RURAL;QB003061;PAINÉIS;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEI;;04/09/2020;03/10/2020;1
GRGA;IKG9;GUARAPUAVA;EET-09 AEROPORTO;IK070742;PAINÉIS;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEI;;07/09/2020;06/10/2020;1
GRGA;GJA9;ENTRE RIOS (GUARAPUAVA);CSB-02 LAVOURA ( COLÔN. CACHOEIRA);GJ012403;CSB-02 LAVOURA ( COLÔN. CACHOEIRA);ÁGUA;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMEI;;10/09/2020;09/10/2020;1
GRGA;IKD1;GUARAPUAVA;EEB-01 ( CAPTAÇÃO );IK070760;MOTOR;ÁGUA;SUBSTITUIR ÓLEO DE EQUIPAMENTOS;SDMEI;;11/09/2020;10/10/2020;3
GRGA;IKD1;GUARAPUAVA;EEB-01 ( CAPTAÇÃO );IK070751;BOMBA;ÁGUA;SUBSTITUIR ÓLEO DE EQUIPAMENTOS;SDMEI;;11/09/2020;10/10/2020;3
GRGA;PYJ2;PITANGA;ETA-02 (R. NOVA TEBAS);PY007580;PAINEL;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEI;JONES M. COVALEKI (J;12/09/2020;11/10/2020;0
GRGA;PYJ1;PITANGA;ETA-01 (R. ALEXANDRE BUCHMANN);PY007599;ETA-01 (R. ALEXANDRE BUCHMANN);ÁGUA;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMEI;JONES M. COVALEKI (J;12/09/2020;01/10/2020;0
GRGA;DQA1;IBEMA (TURVO);CSB-01;DQ000064;PAINEL;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEI;;18/09/2020;17/10/2020;1
GRGA;GJA5;ENTRE RIOS (GUARAPUAVA);CSB-05 ( JORDÃOZINHO );GJ012430;PAINÉIS;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEI;;20/09/2020;19/10/2020;1
GRGA;GJA2;ENTRE RIOS (GUARAPUAVA);CSB-02 ( VL. LUIZA ) (COLÔNIA VITÓRIA);GJ012449;PAINÉIS;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEI;;20/09/2020;19/10/2020;1
GRGA;GJG1;ENTRE RIOS (GUARAPUAVA);EET-01 ( VL. LUIZA ) (COLÔNIA VITÓRIA);GJ012458;PAINÉIS;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEI;;20/09/2020;19/10/2020;1
GRGA;DQA2;IBEMA (TURVO);CSB-02 (VILA RURAL, IBEMA);DQ000073;PAINEL;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEI;;21/09/2020;20/10/2020;1
GRGA;DQG1;IBEMA (TURVO);EET-01 BOOSTER;DQ000082;PAINEL;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEI;;21/09/2020;20/10/2020;0
GRGA;IKD1;GUARAPUAVA;EEB-01 ( CAPTAÇÃO );IK070797;PAINÉIS;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEI;;21/09/2020;20/10/2020;3
GRGA;IKG3;GUARAPUAVA;EET-03 ( BOOSTER MORRO ALTO ) XV;IK070788;CMB-01;ÁGUA;SUBSTITUIR ÓLEO DE EQUIPAMENTOS;SDMEI;;24/09/2020;23/10/2020;1
GRGA;EMA3;CATUPORANGA (NOVA TEBAS);CSB-04;EM002594;PAINEL;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEI;;25/09/2020;24/10/2020;1
GRGA;EMG1;CATUPORANGA (NOVA TEBAS);EET-01 ( BOOSTER );EM002602;PAINÉIS;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEI;;25/09/2020;24/10/2020;1
GRGA;EMG4;CATUPORANGA (NOVA TEBAS);EET-03 (RAP INTERMEDIÁRIO);EM002611;PAINEL;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEI;JONES M. COVALEKI (J;25/09/2020;24/10/2020;1
GRGA;EMA2;CATUPORANGA (NOVA TEBAS);CSB-03 ( EST. VELHA CTU-NOT );EM002620;PAINÉIS;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEI;;25/09/2020;24/10/2020;1
GRGA;IKU1;GUARAPUAVA;EEE-01 (ESCOTEIRO);IK070715;PAINÉIS;ESGOTO;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEIE;;04/09/2020;03/10/2020;1
GRGA;IKUE;GUARAPUAVA;EEE-14 (FACULDADE);IK070724;EEE-14 (FACULDADE);ESGOTO;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMEIE;;04/09/2020;23/09/2020;1
GRGA;IKUB;GUARAPUAVA;EEE-11 ( SANTANA ) DJALMA;IK070733;EEE-11 ( SANTANA ) DJALMA;ESGOTO;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMEIE;;05/09/2020;24/09/2020;0
GRGA;GJX1;ENTRE RIOS (GUARAPUAVA);ETE-01 (COLÔNIA VITÓRIA );GJ012421;ETE-01 (COLÔNIA VITÓRIA );ESGOTO;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMEIE;;06/09/2020;05/10/2020;0
GRGA;GJU2;ENTRE RIOS (GUARAPUAVA);EEE-02;GJ012412;EEE-02;ESGOTO;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMEIE;;09/09/2020;08/10/2020;0
GRGA;IKX3;GUARAPUAVA;ETE-03 VASSOURAL;IK070779;TAMBOR;ESGOTO;MANUT. PREV. DECANTER CENTRÍFUGO FP 600/M - LUBRIFICAÇÃO ROL. GRUPO TAMBOR-ROSCA;SDMEIE;;17/09/2020;06/10/2020;0
GRGA;HID1;FOZ DO JORDÃO;EEB-01 ( CSP-01 );HI005483;BOMBA;ÁGUA;LUBRIFICAR EQUIPAMENTOS EM UNIDADES OPERACIONAIS;SDMEJ;;02/09/2020;01/10/2020;2
GRGA;LIJ1;LARANJEIRAS DO SUL;ETA-01 ( RIO DO LEÃO );LI017688;PAINÉIS;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEJ;;04/09/2020;03/10/2020;0
GRGA;QXU1;QUEDAS DO IGUAÇU;EEE-01 ( R. MAMONEIRAS );QX017273;PAINÉIS;ESGOTO;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEJ;;05/09/2020;04/10/2020;1
GRGA;QXG2;QUEDAS DO IGUAÇU;EET-02 (ETA-01);QX017282;BOMBEAMENTO DE PROCESSO;ÁGUA;SUBSTITUIR ÓLEO DE EQUIPAMENTOS;SDMEJ;;09/09/2020;08/10/2020;2
GRGA;MTG4;MARQUINHO;EET-04;MT005744;PAINEL;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEJ;;10/09/2020;09/10/2020;1
GRGA;MTJ1;MARQUINHO;ETA-01 ( R. XV DE NOVEMBRO );MT005762;PAINÉIS;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEJ;;10/09/2020;09/10/2020;0
GRGA;LIU2;LARANJEIRAS DO SUL;EEE-02 LEÃO (A);LI017697;EEE-02 LEÃO (A);ESGOTO;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMEJ;;10/09/2020;29/09/2020;1
GRGA;MTA1;MARQUINHO;CSB-01 (ANTA GORDA);MT005735;CSB-01 (ANTA GORDA);ÁGUA;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMEJ;;10/09/2020;09/10/2020;1
GRGA;QXU8;QUEDAS DO IGUAÇU;EEE-08 SILO;QX017291;EEE-08 SILO;ESGOTO;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMEJ;;10/09/2020;09/10/2020;1
GRGA;MTG1;MARQUINHO;EET-01 ( R. XV DE NOVEMBRO );MT005753;BOMBEAMENTO DE PROCESSO;ÁGUA;INSPEÇÃO E REVISÃO MECÂNICA EM EQUIPAMENTOS;SDMEJ;;10/09/2020;09/10/2020;2
GRGA;NVD1;NOVA LARANJEIRAS;EEB-01;NV006662;BOMBEAMENTO DE PROCESSO;ÁGUA;INSPEÇÃO E REVISÃO MECÂNICA EM EQUIPAMENTOS;SDMEJ;;12/09/2020;23/09/2020;2
GRGA;NVG1;NOVA LARANJEIRAS;EET-01;NV006671;PAINÉIS;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEJ;;13/09/2020;12/10/2020;2
GRGA;NVA1;NOVA LARANJEIRAS;CSB-01;NV006680;PAINÉIS;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEJ;;13/09/2020;12/10/2020;1
GRGA;RND1;RESERVA DO IGUAÇU;EEB-01 ( AV. NAÇÕES );RN009632;BOMBEAMENTO DE PROCESSO;ÁGUA;INSPEÇÃO E REVISÃO MECÂNICA EM EQUIPAMENTOS;SDMEJ;;14/09/2020;25/09/2020;3
GRGA;HIJ1;FOZ DO JORDÃO;ETA-01;HI005492;PAINÉIS;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEJ;;17/09/2020;16/10/2020;0
GRGA;QXD1;QUEDAS DO IGUAÇU;EEB-01 ( AV. IPÊ );QX017318;BOMBEAMENTO DE PROCESSO;ÁGUA;INSPEÇÃO E REVISÃO MECÂNICA EM EQUIPAMENTOS;SDMEJ;;18/09/2020;29/09/2020;3
GRGA;QXG1;QUEDAS DO IGUAÇU;EET-01 ( ETA-01 );QX017309;PAINÉIS;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEJ;;19/09/2020;18/10/2020;2
GRGA;LIG2;LARANJEIRAS DO SUL;EET-02 ( INTERMEDIARIA );LI017723;PAINÉIS;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEJ;;20/09/2020;19/10/2020;1
GRGA;DZU1;CANDÓI;EEE-01;DZ009795;PAINEL;ESGOTO;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEJ;;21/09/2020;20/10/2020;0
GRGA;DZX1;CANDÓI;ETE-01;DZ009803;ETE-01;ESGOTO;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEJ;;21/09/2020;20/10/2020;0
GRGA;RNU2;RESERVA DO IGUAÇU;EEE-02 (OBRA USPO);RN009641;PAINEL;ESGOTO;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEJ;;21/09/2020;20/10/2020;0
GRGA;LIU3;LARANJEIRAS DO SUL;EEE-03 INTERMEDIARIA (B);LI017705;CMB-01;ESGOTO;INSPEÇÃO E REVISÃO MECÂNICA EM SUBMERSÍVEIS;SDMEJ;;21/09/2020;10/10/2020;1
GRGA;DZD1;CANDÓI;EEB-01 RIO PASSO GRANDE;DZ009821;BOMBEAMENTO DE PROCESSO;ÁGUA;INSPEÇÃO E REVISÃO MECÂNICA EM EQUIPAMENTOS;SDMEJ;;21/09/2020;02/10/2020;1
GRGA;DZJ1;CANDÓI;ETA-01 ( 3 PALMEIRAS );DZ009812;PAINÉIS;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEJ;;23/09/2020;22/10/2020;0
GRGA;LIG1;LARANJEIRAS DO SUL;EET-01 ( RIO DO LEÃO );LI017714;PAINÉIS;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEJ;;25/09/2020;24/10/2020;1
GRGA;QXG5;QUEDAS DO IGUAÇU;EET-05;QX017327;PAINÉIS;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEJ;;25/09/2020;24/10/2020;2
GRPG;QDSA;PONTA GROSSA;ÁREA DE AUTOMAÇÃO PONTA GROSSA SAA;QD197788;TRANSMISSOR DE VAZÃO 03.06FT01(CARLOS CAVAL;ÁGUA;PREVENTIVA EM CONJº DE MEDIÇÃO DE VAZÃO ELETROMAGNÉTICOS.;SDMI;;07/09/2020;06/10/2020;0
GRPG;QDSA;PONTA GROSSA;ÁREA DE AUTOMAÇÃO PONTA GROSSA SAA;QD197779;TRANSMISSOR DE VAZÃO 02.05FT02(VL ESTRELA);ÁGUA;PREVENTIVA EM CONJº DE MEDIÇÃO DE VAZÃO ELETROMAGNÉTICOS.;SDMI;;11/09/2020;10/10/2020;0
GRPG;QDSA;PONTA GROSSA;ÁREA DE AUTOMAÇÃO PONTA GROSSA SAA;QD197797;TRANSMISSOR DE VAZÃO 02.08FT01(IGJ ST TEREZ;ÁGUA;PREVENTIVA EM CONJº DE MEDIÇÃO DE VAZÃO ELETROMAGNÉTICOS.;SDMI;;11/09/2020;10/10/2020;0
GRPG;QDSA;PONTA GROSSA;ÁREA DE AUTOMAÇÃO PONTA GROSSA SAA;QD197805;TRANSMISSOR DE VAZÃO 04.05FT01 (CIPA);ÁGUA;PREVENTIVA EM CONJº DE MEDIÇÃO DE VAZÃO ELETROMAGNÉTICOS.;SDMI;;11/09/2020;10/10/2020;0
GRPG;QDX6;PONTA GROSSA;ETE-06 (CONGONHAS);QD197832;SENSOR ULTRASSÔNICO 06 FE 02;ESGOTO;PREVENTIVA EM CONJº DE MEDIÇÃO DE VAZÃO ELETROMAGNÉTICOS.;SDMI;;15/09/2020;14/10/2020;0
GRPG;QDX6;PONTA GROSSA;ETE-06 (CONGONHAS);QD197850;SENSOR ULTRASSÔNICO 06 FE 01;ESGOTO;PREVENTIVA EM CONJº DE MEDIÇÃO DE VAZÃO ELETROMAGNÉTICOS.;SDMI;;15/09/2020;14/10/2020;0
GRPG;QDX5;PONTA GROSSA;ETE-05 (GERTRUDES);QD197814;SENSOR ULTRASSÔNICO 05 FE 02;ESGOTO;PREVENTIVA EM CONJº DE MEDIÇÃO DE VAZÃO ELETROMAGNÉTICOS.;SDMI;;16/09/2020;15/10/2020;0
GRPG;QDX7;PONTA GROSSA;ETE-07 CARÁ CARÁ;QD197823;SENSOR ULTRASSÔNICO 07 FE 02;ESGOTO;PREVENTIVA EM CONJº DE MEDIÇÃO DE VAZÃO ELETROMAGNÉTICOS.;SDMI;;16/09/2020;15/10/2020;0
GRPG;QDX5;PONTA GROSSA;ETE-05 (GERTRUDES);QD197841;SENSOR ULTRASSÔNICO 05 FE 01;ESGOTO;PREVENTIVA EM CONJº DE MEDIÇÃO DE VAZÃO ELETROMAGNÉTICOS.;SDMI;;16/09/2020;15/10/2020;0
GRPG;QDX7;PONTA GROSSA;ETE-07 CARÁ CARÁ;QD197869;SENSOR ULTRASSÔNICO 07 FE 01;ESGOTO;PREVENTIVA EM CONJº DE MEDIÇÃO DE VAZÃO ELETROMAGNÉTICOS.;SDMI;;16/09/2020;15/10/2020;0
GRUV;WQGH;UNIÃO DA VITÓRIA;EET-17 (ÁREA 107) (NSA GRAÇAS);WQ081173;TRANSMISSOR DE VAZÃO FT53 (JUSANTE);ÁGUA;PREVENTIVA EM CONJº DE MEDIÇÃO DE VAZÃO ELETROMAGNÉTICOS.;SDMI;;14/09/2020;13/10/2020;1
GRUV;WQG6;UNIÃO DA VITÓRIA;EET-06 (ÁREA 3A) (SÃO JOAQUIM);WQ081146;TRANSMISSOR DE VAZÃO FT16;ÁGUA;PREVENTIVA EM CONJº DE MEDIÇÃO DE VAZÃO ELETROMAGNÉTICOS.;SDMI;;18/09/2020;17/10/2020;1
GRUV;WQG1;UNIÃO DA VITÓRIA;EET-01;WQ081155;TRANSMISSOR DE VAZÃO FT02 (JUSANTE);ÁGUA;PREVENTIVA EM CONJº DE MEDIÇÃO DE VAZÃO ELETROMAGNÉTICOS.;SDMI;;18/09/2020;17/10/2020;1
GRUV;WQGV;UNIÃO DA VITÓRIA;EET-31 (ÁREA 5) (EXPEDICIONÁRIO;WQ081164;TRANSMISSOR DE VAZÃO FT06;ÁGUA;PREVENTIVA EM CONJº DE MEDIÇÃO DE VAZÃO ELETROMAGNÉTICOS.;SDMI;;18/09/2020;17/10/2020;1
GRUV;WQG1;UNIÃO DA VITÓRIA;EET-01;WQ081182;TRANSMISSOR DE VAZÃO FT28;ÁGUA;PREVENTIVA EM CONJº DE MEDIÇÃO DE VAZÃO ELETROMAGNÉTICOS.;SDMI;;18/09/2020;17/10/2020;1
